El Salvador,0.01
Estonia,0.01
Honduras,0.01
Kuwait,0.01
Latvia,0.01
Lesotho,0.01
Luxembourg,0.01
Madagascar,0.01
Oman,0.01
Slovenia,0.01
United Arab Emirates,0.01
Uruguay,0.01
Cambodia,0.02
Colombia,0.02
Croatia,0.02
Paraguay,0.02
Portugal,0.02
South Korea,0.02
Uzbekistan,0.02
Guatemala,0.03
Kazakhstan,0.03
Slovakia,0.03
Dominican Rep.,0.04
Lithuania,0.04
New Zealand,0.04
Philippines,0.04
Gabon,0.05
Macedonia,0.05
Japan,0.06
Nicaragua,0.06
Tunisia,0.06
Azerbaijan,0.07
Sri Lanka,0.07
Chile,0.08
Swaziland,0.08
Belarus,0.1
Kyrgyzstan,0.1
Rep. of Moldova,0.1
Bolivia (Plurinational State of),0.11
Ireland,0.11
Montenegro,0.11
Czech Republic,0.12
Peru,0.12
Romania,0.12
Argentina,0.14
Botswana,0.14
Hungary,0.17
Mexico,0.17
Namibia,0.17
Spain,0.17
Malta,0.19
Georgia,0.22
Costa Rica,0.23
Nigeria,0.23
Benin,0.25
Cyprus,0.29
Finland,0.31
Greece,0.39
Ukraine,0.43
Morocco,0.49
Sierra Leone,0.49
Indonesia,0.54
Poland,0.54
Brazil,0.57
Côte d'Ivoire,0.57
Denmark,0.6
Libya,0.63
Bosnia and Herzegovina,0.64
Tajikistan,0.72
Norway,0.74
Australia,0.78
Panama,0.78
Belgium,0.81
Bulgaria,0.86
Israel,1.1
Switzerland,1.26
Austria,1.53
Eritrea,1.53
Netherlands,1.68
Angola,2.11
Armenia,2.3
UK,2.97
Canada,2.99
Serbia and Kosovo: S/RES/1244 (1999),3.2
Italy,3.25
Malaysia,3.5
Sweden,3.5
Papua New Guinea,3.54
Zimbabwe,3.86
Ghana,4.16
Mozambique,4.74
Gambia,4.8
USA,4.9
Djibouti,5.56
Senegal,5.94
Guinea-Bissau,5.98
Algeria,6.46
France,6.64
Germany,6.64
Thailand,6.64
Zambia,6.84
"Congo, Rep. of",7.07
South Africa,7.15
Guinea,7.44
Malawi,7.63
Mali,7.82
Venezuela (Bolivarian Rep. of),10.48
Ecuador,10.7
Central African Rep.,11.9
Russia,12.14
Nepal,13.29
Togo,14.78
Egypt,18.56
Iraq,18.59
Mauritania,19.33
Burkina Faso,19.95
China,21.36
India,33.15
Liberia,43.85
"Iran, Islamic Rep. of",56.51
Jordan,60.97
Bangladesh,64.77
Sudan,74.62
Lebanon,75.43
Burundi,77.36
United Rep. of Tanzania,81.81
Rwanda,82.28
Yemen,94.91
Cameroon,110.21
Turkey,125.83
Niger,130.26
Afghanistan,134.43
South Sudan,137
Chad,170.26
Kenya,179.81
Uganda,233.16
Pakistan,316.82
Ethiopia,452.63
Dem. Rep. of the Congo,470.8
Bahamas,
Barbados,
Belize,
Cabo Verde,
"China, Hong Kong SAR",
"China, Macao SAR",
Comoros,
Equatorial Guinea,
Fiji,
Grenada,
Guyana,
Haiti,
Iceland,
Jamaica,
Lao People's Dem. Rep.,
Mauritius,
Micronesia (Federated States of),
Mongolia,
Myanmar,
Palau,
Qatar,
Saint Kitts and Nevis,
Saint Lucia,
Saint Vincent and the Grenadines,
Sao Tome and Principe,
Saudi Arabia,
Singapore,
Solomon Islands,
Suriname,
Timor-Leste,
Tonga,
Trinidad and Tobago,
Turkmenistan,
Vanuatu,
Viet Nam,
Aruba,
British Virgin Islands,
Cayman Islands,
Cuba,
Curaçao,
Liechtenstein,
Monaco,
Nauru,
Sint Maarten (Dutch part),
Somalia,
State of Palestine,
Syrian Arab Rep.,
Turcs and Caicos Islands,
